id,title,body,category,priority
2769,Assistenza per nuova unità di rete,"Ciao, potete aiutarmi a mappare la nuova untià di rete? Vi ringrazio per la collaborazione.",Tecnico,Alta
2770,Info su come trattativa i ncorso su Pipedrive,"ciao, avrei una richiesta: mi serve chiudere la trattativa in corso su pipedrive. vi invio questa mail per un aggiornamento.",Commerciale,Bassa
2771,Situazione improrogabile: trattativa in corso su Zoho CRM,"Gentile supporto, è un'emergenza, dobbiamo chiudere la trattativa in corso su Zoho CRM ora. Per qualsiasi domanda, non esitate a contattarmi. non e' un'urgenza reale ma vorrei tenerlo alto in coda. !!",Commerciale,Media
2772,Blocco totale: registro dei beni ammortizzabili,"Per favore, la situazione è fondamentale, vi chiedo di aggiornare il registro dei beni ammortizzabili immediatamente. Resto a disposizione per ulteriori informazioni. ci crea ritardo operativo.",Amministrazione,Media
2773,Necessità di verificare errore contabile generato dal gestionale CRM,"Per favore, ho bisogno di supporto per verificare errore contabile generato dal gestionale CRM. Vi invio questa mail per un aggiornamento.",Amministrazione,Bassa
2774,URGENTE: TFR da liquidare,"Ciao a tutti, situazione critica: dobbiamo calcolare il TFR da liquidare subito. Resto a disposizione per ulteriori chiarimenti.",Amministrazione,Alta
2775,Task: cartella condivisa di rete,"Gentile supporto, mi serve una mano per mappare la cartella condivisa di rete. Scrivo per segnalare quanto segue.",Tecnico,Bassa
2776,Task: correggere l'anagrafica cliente errata a sistema,"Team, apro questo ticket perché devo correggere l'anagrafica cliente errata a sistema. Resto a disposizione per ulteriori chiarimenti.",Amministrazione,Media
2777,Assistenza per nuovo server di posta,"Salve, mi serve una mano per configrare il nuovo server di posta. Spero si possa risolvere in fretta.",Tecnico,Bassa
2778,supporto per listino prezzi per il q4,"Ciao a tutti, mi serve una mano per aggiornare il listino prezzi per il Q4. Resto a disposizione per ulteriori informazioni.",Commerciale,Bassa
2779,Problema seria: verificare i log di sistema per errori critici,"GENTILE SUPPORTO, È UN BLOCCO TOTALE, SERVE VERIFICARE I LOG DI SISTEMA PER ERRORI CRITICI IMMEDIATAMENTE. PER QUALSIASI DOMANDA, NON ESITATE A CONTATTARMI.",Tecnico,Alta
2780,Situazione prioritaria: cartuccia della stampante,"Buongiorno, situazione critica: dobbiamo sostituire la cartuccia della stampante subito. Vi ringrazio per la collaborazione. va gestito appena possibile. non e' critico, e' solo per evitare ritardi piu' avanti.",Tecnico,Alta
2781,Richiesta: liquidare le fatture in attesa,"Salve, potete aiutarmi a liquidare le fatture in attesa? Grazie per la vostra attenzione.",Amministrazione,Bassa
2782,CRITICO: serve stabilizzare la VPN che si disconnette scaricando li bilancio con massima urgenza,"team, il cliente si lamenta, è catastrofica riuscire a stabilizzare la vpn che si disconnette scaricando il bilancio entro oggi. attendo un vostro riscontro. l'ordine non parte.",Tecnico,Alta
2783,critico: serve disco rigido guasto alla postazione 1 con massima urgenza,"Per favore, è una situazione prioritaria, per favore fate in modo di sostituire il disco rigido guasto alla postazione 1 con urgenza. In allegato trovate i dettagli. !!",Tecnico,Media
2784,Emergenza: cartella condivisa di rete il prima possibile,"Salve, siamo fermi. È rilevante poter mappare la cartella condivisa di rete per continuare a lavorare. Potete farmi sapere le tempistiche?",Tecnico,Media
2785,Blocco totale: budget trimestrale,"Per favore, è assolutamente significativa approvare il budget trimestrale il prima possibile. Resto a disposizione per ulteriori chiarimenti. va gestito appena possibile.!!!",Amministrazione,Media
2786,Richiesta: quadratura contabile del mese,"Ciao, avrei una richiesta: mi serve verificare la quadratura contabile del mese. Vi auguro una buona giornata. ci crea ritardo operativo.",Amministrazione,Media
2787,Necessità di nuovo access point Wi-Fi,"gentile supporto, avrei bisogno di configurare il nuovo access point wi-fi quando avete un attimo. scrivo per segnalare quanto segue.",Tecnico,Bassa
2788,Supporto per target di fatturato per il trimestre in corso,"Per favore, mi serve una mano per verificare il target di fatturato per il trimestre in corso. Resto a disposizione per ulteriori chiarimenti.",Commerciale,Media
2789,Assistenza per preventivo aggiornato,"Scusate il disturbo, potete darmi indicazioni su come inviare il preventivo aggiornato? Vi auguro una buona giornata. sta rallentando il lavoro.",Commerciale,Media
2790,CRITICO: serve registro dei cespiti con massima urgenza,"Per favore, è un'emergenza, dobbiamo aggiornare il registro dei cespiti ora. Spero di ricevere presto notizie da voi. non possiamo chiudere la pratica.",Amministrazione,Alta
2791,Blocco operativo: collegare il tablet del direttore vendite al Wi-Fi,"Gentile supporto, situazione critica: dobbiamo collegare il tablet del direttore vendite al Wi-Fi subito. Grazie per la vostra attenzione. la produzione e' ferma.",Tecnico,Alta
2792,Blocco operativo: certificato SSL scaduto,"Buongiorno, la situazione è disastrosa, vi chiedo di aggiornare il certificato SSL scaduto immediatamente. Grazie in anticipo per l'aiuto. l'ordine non parte.",Tecnico,Alta
2793,Info su come sistemare la stampante dell'amministrazione che inceppa i moduli F24,"Buonasera, mi serve una mano per sistemare la stampante dell'amministrazione che inceppa i moduli F24. Grazie per il vostro supporto continuo.",Tecnico,Bassa
2794,Situazione seria: calcolare le provvigioni di fine anno per il top seller,"Scusate il disturbo, è un'emergenza, dobbiamo calcolare le provvigioni di fine anno per il top seller ora. Vi prego di darci priorità se possibile.",Tecnico,Alta
2795,Situazione critica: licenza del software di gestione clienti,"Per favore, è un blocco totale, serve rinnovare la licenza del software di gestione clienti immediatamente. Attendo un vostro riscontro. l'ordine non parte.",Commerciale,Alta
2796,Domanda: come toner della stampante?,"Scusate il disturbo, avrei bisogno di sostituire il toner della stampante quando avete un attimo. Spero di ricevere presto notizie da voi.",Tecnico,Bassa
2797,Domanda: come verificare perché il software di tesoreria non quadra con i pagamenti POS?... !!!,È necessario verificare perché il software di tesoreria non quadra con i pagamenti POS. Grazie in anticipo per l'aiuto.,Amministrazione,Bassa
2798,Emergenza: verificare perché il software di tesoreria non quadra con i pagamenti POS il prima possibile,"Buongiorno, siamo fermi. È seria poter verificare perché il software di tesoreria non quadra con i pagamenti POS per continuare a lavorare. Grazie in anticipo per l'aiuto. va gestito appena possibile.",Amministrazione,Alta
2799,Supporto per nuovo firewall!!!,"SCUSATE IL DISTURBO, POTETE AIUTARMI A CONFIGURARE IL NUOVO FIREWALL? VI AUGURO UNA BUONA GIORNATA.",Tecnico,Bassa
2800,Info su come registro dei cespiti,"Salve, è necessario aggiornare il registro dei cespiti. Spero si possa risolvere in fretta. non blocca il lavoro ma preferirei una verifica rapida.",Amministrazione,Bassa
2801,Info su come sincronizzazione dei file,Avrei bisogno di risolvere il problema di sincronizzazione dei file quando avete un attimo. In allegato trovate i dettagli.,Tecnico,Bassa
2802,Situazione paralizzante: tastiera guasta alla postazinoe 2,"Salve, vi prego di sostituire la tastiera guasta alla postazione 2 immediatamente, la situazione è paralizzante. Vi auguro una buona giornata.",Tecnico,Alta
2803,Problema rilevante: autorizzare la nota spese del trasfertista,"scusate il disturbo, siamo fermi. è rilevante poter autorizzare la nota spese del trasfertista per continuare a lavorare. resto a disposizione per ulteriori chiarimenti.",Amministrazione,Media
2804,Info su come nuovo access point Wi-Fi,"Scusate il disturbo, potete aiutarmi a configurare il nuovo access point Wi-Fi? Vi ringrazio per la collaborazione.",Tecnico,Media
2805,CRITICO: serve allineare il budget IT con le fatture dei fornitori cloud con massima urgenza,"Buongiorno, la situazione è necessaria, vi chiedo di allineare il budget IT con le fatture dei fornitori cloud immediatamente. Fatemi sapere se avete bisogno di altro. va gestito appena possibile.",Amministrazione,Media
2806,Info su come software HR per le buste paga,"Scusate il disturbo, avrei una richiesta: mi serve ripristinare il software HR per le buste paga. In allegato trovate i dettagli.",Tecnico,Bassa
2807,Assistenza per trattativa bloccata dall'errore di sistema,"Ciao, apro questo ticket perché devo chiudere la trattativa bloccata dall'errore di sistema. Spero di ricevere presto notizie da voi.",Commerciale,Bassa
2808,Info su come allineare il budget IT con le fatture dei fornitori cloud,"Gentile supporto, vorrei chiedervi di allineare il budget IT con le fatture dei fornitori cloud. Grazie per la vostra attenzione.",Amministrazione,Bassa
2809,Info su come installare l'antivirus su tutti i PC,"Gentile supporto, ho bisogno di supporto per installare l'antivirus su tutti i PC. Potete farmi sapere le tempistiche?",Tecnico,Bassa
2810,Problema necessaria: software di gestione remota,"Team, il cliente si lamenta, è necessaria riuscire a installare il software di gestione remota entro oggi. Spero di ricevere presto notizie da voi. va gestito appena possibile.",Tecnico,Media
2811,Info su cmoe sistemare il sistema di vendita che ha calcolato l'IVA in modo errato,"Salve, vi contatto per sistemare il sistema di vendita che ha calcolato l'IVA in modo errato. Resto in attesa di una vostra risposta.",Amministrazione,Bassa
2812,Richiesta: login sull'applicativo,"Buonaser,a è necessario risolvere l'errore di login sull'applicativo. Resto in attesa di una vostra risposta.",Tecnico,Alta
2813,Domanda: come tastiera guasta alla postazione 2?,"Buongiorno, ho bisogno di supporto per sostituire la tastiera guasta alla postazione 2. Spero di ricevere presto notizie da voi. serve un riscontro in giornata.",Tecnico,Media
2814,Necessità di forecast aggiornato al team di vendita,"Buonasera, come posso procedere per inviare il forecast aggiornato al team di vendita? Vi auguro una buona giornata.",Commerciale,Bassa
2815,Necessità di certificato SSL scaduto,"Scusate il disturbo, vi contatto per aggiornare il certificato SSL scaduto. Spero di ricevere presto notizie da voi.",Tecnico,Alta
2816,CRITICO: target di fatturato??,"Gentile supporto, ticket escalato: serve verificare il target di fatturato con massima urgenza. È una questione paralizzante. Resto a disposizione per ulteriori chiarimenti. il reparto e' bloccato.",Commerciale,Alta
2817,CRITICO: serve toner della stampante con massima urgenza,"Salve, la situazione è prioritaria, vi chiedo di sostituire il toner della stampante immediatamente. Vi invio questa mail per un aggiornamento. va gestito appena possibile.",Tecnico,Media
2818,Allarme: nuova campagna di vendita,Situazione critica: dobbiamo pianificare la nuova campagna di vendita subito. Fatemi sapere se avete bisogno di altro. rischiamo di andare fuori tempo.,Commerciale,Alta
2819,Richiesta: target di fatturato per il prossimo anno,"Per favore, vorrei chiedervi di verificare il target di fatturato per il prossimo anno. Grazie in anticipo per l'aiuto.",Amministrazione,Bassa
2820,Blocco totale: mandato di pagamento,"Buonasera, vi prego di emettere il mandato di pagamento immediatamente, la situazione è disastrosa. Scrivo per segnalare quanto segue.",Amministrazione,Alta
2821,Info su come forecast aggiornato,"Scusate il disturbo, ho bisogno di supporto per inviare il forecast aggiornato. Vi prego di darci priorità se possibile.",Commerciale,Bassa
2822,Allarme: ottimizzare le prestazioni del database,"Per favore, è assolutamente vitale ottimizzare le prestazioni del database il prima possibile. Grazie per la vostra attenzione.",Commerciale,Alta
2823,Supporto per software di backup,"Gentile supporto, vi scrivo per chiedere di aggiornare il software di backup. Vi invio questa mail per un aggiornamento. non e' un'urgenza reale ma vorrei tenerlo alto in coda.",Tecnico,Bassa
2824,Blocco totale: firmware del router,"Ciao a tutti, è una situazione necessaria, per favore fate in modo di aggiornare il firmware del router con urgenza. Vi auguro una buona giornata. va gestito appena possibile.",Tecnico,Media
2825,Emergenza: accesso alla VPN il prima possibile,"Buonasera, ticket escalato: serve risolvere il problema di accesso alla VPN con massima urgenza. È una questione seria. Scrivo per segnalare quanto segue. impatta il flusso del team.",Tecnico,Alta
2826,Necessità di generare il report IVA trimestrale,Vi scrivo per chiedere di generare il report IVA trimestrale. Resto a disposizione per ulteriori chiarimenti.,Amministrazione,Bassa
2827,URGENTE: stampante per il contratto del cliente,"Salve, il cliente si lamenta, è importante riuscire a sbloccare la stampante per il contratto del cliente entro oggi. Grazie in anticipo per l'aiuto. rischiamo di andare fuori tempo.",Tecnico,Media
2828,Emergenza: sincronizzazione tra il CRM e il database contabile il prima possibile,"Ciao a tutti, è assolutamente seria risolvere l'errore di sincronizzazione tra il CRM e il database contabile il prima possibile. Fatemi sapere se avete bisogno di altro. va gestito appena possibile.",Tecnico,Alta
2829,Assistenza per contabilizzare le fatture estere,"Scusate il disturbo, avrei una richiesta: mi serve contabilizzare le fatture estere. Vi prego di darci priorità se possibile.",Amministrazione,Bassa
2830,Assistenza per tastiera guasta alla postazione 2,"Gentile supporto, avrei bisogno di sostituire la tastiera guasta alla postazione 2 quando avete un attimo. Vi ringrazio per la collaborazione.",Tecnico,Bassa
2831,Necessità di 404 sul portale di emissione note di credito,"buonasera, come posso procedere per risolvere l'errore 404 sul portale di emissione note di credito? per qualsiasi domanda, non esitate a contattarmi.",Tecnico,Bassa
2832,Necessità di generare il report IVA trimestrale,"Per favore, avrei una richiesta: mi serve generare il report IVA trimestrale. Spero si possa risolvere in fretta.",Amministrazione,Bassa
2833,Domanda: come calcolare le provvigioni di fine trimestre?,"Gentile supporto, è necessario calcolare le provvigioni di fine trimestre. Grazie in anticipo per l'aiuto.",Commerciale,Bassa
2834,CRITICO: serve allineare le provvigioni dei venditori sul foglio Excel con massima urgenza,Ticket escalato: serve allineare le provvigioni dei venditori sul foglio Excel con massima urgenza. È una questione significativa. Grazie in anticipo per l'aiuto.,Amministrazione,Media
2835,Necessità di confermare la vendita nonostante il disservizio del portale,"CIAO A TUTTI, AVREI UNA RICHIESTA: MI SERVE CONFERMARE LA VENDITA NONOSTANTE IL DISSERVIZIO DEL PORTALE. SPERO SI POSSA RISOLVERE IN FRETTA. RISCHIAMO DI ANDARE FUORI TEMPO.",Commerciale,Media
2836,Allarme: patch di sicurezza,"Buonasera, vi prego di installare la patch di sicurezza immediatamente, la situazione è seria. Scrivo per segnalare quanto segue. non possiamo chiudere la pratica.",Commerciale,Alta
2837,Task: mandato di pagamento,"Buongiorno, potete aiutarmi a emettere il mandato di pagamento? Resto in attesa di una vostra risposta.",Amministrazione,Bassa
2838,Blocco totale: sistemare la stampante dell'amministrazione che inceppa i moduli F24,"Team, ticket escalato: serve sistemare la stampante dell'amministrazione che inceppa i moduli F24 con massima urgenza. È una questione seria. Spero di ricevere presto notizie da voi. rischiamo di andare fuori tempo.",Tecnico,Alta
2839,Domanda: come tastiera guasta alla postazione 2?,"Gentile supporto, potete darmi indicazion su come sostituire la tastiera guasta alla postazione 2? Grazie in anticipo per l'aiuto. rischiamo di andare fuori tempo.",Tecnico,Media
2840,Blocco operativo: licenza del software di gestione delle vendite,"Ciao, è un blocco totale, serve rinnovare la licenza del software di gestione edlle vendite immediatamente. Vi invio questa mail per un aggiornamento.",Commerciale,Bassa
2841,Richiesta: trattativa bloccata dall'errore di sistema,"Team, potete aiutarmi a chiudere la trattativa bloccata dall'errore di sistema? Vi ringrazio per la collaborazione.",Commerciale,Bassa
2842,Blocco totale: nota di credito,"Per favore, il cliente si lamenta, è importante riuscire a emettere la nota di credito entro oggi. Grazie in anticipo per l'aiuto. non siamo fermi, pero' vorrei chiuderlo presto.",Amministrazione,Media
2843,Info su come sistemare la stampante dell'amministrazione che inceppa i moduli F24,"Gentile supporto, come posso procedere per sistemare la stampante dell'amministrazione che inceppa i moduli F24? Resto in attesa di una vostra risposta.",Tecnico,Bassa
2844,Info su come autorizzare la nota spese del trasfertista,"Buonasera, vorrei sapere come autorizzare la nota spese del trasfertista. Fatemi sapere se avete bisogno di altro.",Amministrazione,Bassa
2845,Task: inserire il nuovo contatto nel CRM,"Salve, vi contatto per inserire il nuovo contatto nel CRM. Vi invio questa mail per un aggiornamento.",Commerciale,Bassa
2846,Emergenza: software HR per le buste paga il prima possibile,"Scusate il disturbo, ticket escalato: serve ripristinare il software HR per le buste paga con massima urgenza. È una questione critica. Scrivo per segnalare quanto segue.... !!!",Tecnico,Alta
2847,Info su come inserire il nuovo lead qualificato nel CRM,"Buonasera, potete darmi indicazioni su come inserire il nuovo lead qualificato nel CRM? Grazie per il vostro supporto continuo.",Commerciale,Bassa
2848,Info su come mouse guasto alla postazione 5,"Buongiorno, potete aiutarmi a sostituire il mouse guasto alla postazione 5? Per qualsiasi domanda, non esitate a contattarmi.",Tecnico,Bassa
2849,Blocco operativo: nuovo firewall,"Buongiorno, situazione critica: dobbiamo configurare il nuovo firewall subito. Resto a disposizione per ulteriori chiarimenti.",Tecnico,Alta
2850,CRITICO: trattativa in corso su Pipedrive,"Per favore, situazione critica: dobbiamo chiudere la trattativa in corso su Pipedrive subito. Grazie per il vostro supporto continuo. serve un riscontro in giornata.!!!",Commerciale,Alta
2851,Richiesta: controllare la busta paga di questo mese,"Buongiorno, vi contatto per controllare la busta paga di questo mese. Resto a disposizione per ulteriori chiarimenti. va gestito appena possibile.",Amministrazione,Media
2852,Domanda: come scadenza del DURC?,"Team, avrei bisogno di verificare la scadenza del DURC quando avete un attimo. Resto a disposizione per ulteriori chiarimenti. rischiamo di andare fuori tempo.",Amministrazione,Media
2853,URGENTE: contratto in scadenza,"Gentile supporto, è una situazione urgente, per favore fate in modo di rinnovare il contratto in scadenza con urgenza. Spero di ricevere presto notizie da voi. la produzione e' ferma.",Commerciale,Alta
2854,Allarme: nuova campagna di acquisizione clienti,"team, è una situazione fondamentale, per favore fate in modo di pianificare la nuova campagna di acquisizione clienti con urgenza. in allegato trovate i dettagli. rischiamo di andare fuori tempo.",Commerciale,Media
2855,Necessità di nuovo firewall,"Salve, vic ontatto per configurare il nuovo firewall. Vi auguro una buona giornata.",Tecnico,Bassa
2856,URGENTE: sincronizzazione dei file,"Ciao a tutti, è assolutamente essenziale risolvere il problema di sincronizzazione dei file il prima possibile. Attendo un vostro riscontro.",Tecnico,Alta
2857,Info su come nota di credito,"Per favore, potete aiutarmi a emettere la nota di credito? Resto a disposizione per ulteriori informazioni.",Amministrazione,Bassa
2858,Blocco totale: fattura del fornitore,"SCUSATE IL DISTURBO, LA SITUAZIONE È IMPORTANTE, VI CHIEDO DI REGISTRARE LA FATTURA DEL FORNITORE IMMEDIATAMENTE. GRAZIE PER IL VOSTRO SUPPORTO CONTINUO.",Amministrazione,Media
2859,URGENTE: mandato di pagamento per il fornitore,"Ciao a tutti, la situazione è improrogabile, vi chiedo di emttere il mandato di pagamento per il fornitore immediatamente. Resto a disposizione per ulteriori informazioni. l'ordine non parte.",Amministrazione,Alta
2860,Assistenza per nota spese caricata dall'app mobile,"Buonasera, potete aiutarmi a approvare la nota spese caricata dall'app mobile? Vi ringrazio per la collaborazione.",Amministrazione,Bassa
2861,Info su come listino prezzi per il Q3,Apro questo ticket perché devo aggiornare il listino prezzi per il Q3. Vi auguro una buona giornata.,Commerciale,Bassa
2862,URGENTE: verificare i log di sistema per errori di sicurezza,"Buonasera, il cliente si lamenta, è seria riuscire a verificare i log di sistema per errori di sicurezza entro oggi. Scrivo per segnalare quanto segue. va gestito appena possibile.",Tecnico,Alta
2863,Allarme: certificato SSL scaduto,"Team, siamo fermi. È prioritaria poter aggiornare il certificato SSL scaduto per continuare a lavorare. Fatemi sapere se avete bisogno di altro.",Tecnico,Media
2864,Problema prioritaria: mandato di pagamento,"Ticket escalato: serve emettere il mandato di pagamento con massima urgenza. È una questione prioritaria. Per qualsiasi domanda, non esitate a contattarmi. rischiamo di andare fuori tempo.",Amministrazione,Media
2865,Allarme: file Excel delle provvigioni cancellato per sbaglio,Siamo fermi. È paralizzante poter ripristinare il file Excel delle provvigioni cancellato per sbaglio per continuare a lavorare. Vi invio questa mail per un aggiornamento. il pagamento risulta bloccato.,Tecnico,Alta
2866,Domanda: come nuovo firewall?,"Ciao a tutti, potete darmi indicazioni su come configurare il nuovo firewall? Resto a dipsosizione per ulteriori chiarimenti. non blocca il lavoro ma preferirei una verifica rapida.",Tecnico,Media
2867,CRITICO: software HR per le buste paga,"Buonasera, è una situazione rilevante, per favore fate in modo di ripristinare il software HR per le buste paga con urgenza. Resto a disposizione per ulteriori informazioni.",Tecnico,Media
2868,Domanda: come listino prezzi per il prossimo anno?,"Ciao a tutti, è necessario aggiornare il listino prezzi per il prossimo anno. Vi ringrazio per la collaborazione.",Commerciale,Media
2869,Supporto per generare il report IVA trimestrale,"Per favore, vi scrivo per chiedere di generare il report IVA trimestrale. Spero si possa risolvere in fretta.",Amministrazione,Bassa
2870,Richiesta: liquidare le fatture in sospeso,"Scusate il disturbo, mi serve una mano per liquidare le fatture in sospeso. Potete farmi sapere le tempistiche?",Amministrazione,Bassa
2871,Info su come contabilizzare le fatture estere,"Team, vorrei sapere come contabilizzare le fatture estere. Spero di ricevere presto notizie da voi.",Amministrazione,Bassa
2872,Task: listino prezzi per il mesein corso,"Scusate il disturbo, è necessario aggiornare il listino prezzi per il mese in corso. Spero di ricevere presto notizie da voi. impatta il flusso del team.",Commerciale,Media
2873,Supporto per sincronizzazione tra il CRM e il database contabile,"Team, vorrei chiedervi di risolvere l'errore di sincronizzazione tra il CRM e il database contabile. Resto in attesa di una vostra risposta.",Tecnico,Bassa
2874,Rchiesta: software di monitoraggio,"Buonasera, ci sarebbe da installare il software di monitoraggio per favore. Grazie per il vostro supporto continuo. sta rallentando il lavoro.",Tecnico,Media
2875,Assistenza per risolvere il crash del gestionale CRM nell'inserimento lead,"PER FAVORE, CI SAREBBE DA RISOLVERE IL CRASH DEL GESTIONALE CRM NELL'INSERIMENTO LEAD PER FAVORE. POTETE FARMI SAPERE LE TEMPISTICHE?",Tecnico,Bassa
2876,Richiesta: fornire il riepilogo del bilancio,"Ciao a tutti, come posso procedere per fornire il riepilogo del bilancio? Resto in attesa di una vostra risposta.",Tecnico,Bassa
2877,CRITICO: licenza del software di analisi dei dati commerciali,"Buonasera, vi prego di rinnovare la licenza del software di analisi dei dati commerciali immediatamente, la situazione è prioritaria. Vi ringrazio per la collaborazione.",Commerciale,Media
2878,Domnda: come verificare i log di sicurezza del sistema?,"Buongiorno, avrei una richiesta: mi serve verificare i log di sicurezza del sistema. Fatemi sapere se avete bisogno di altro. va gestito appena possibile.",Tecnico,Media
2879,Problema rilevante: software antivirus,"Salve, è una situazione rilevante, per favore fate in modo di aggiornare il software antivirus con urgenza. Attendo un vostro riscontro. ci crea ritardo operativo.",Tecnico,Media
2880,Allarme: stornare l'importo errato,"Team, è un'emergenza, dobbiamo stornare l'importo errato ora. In allegato trovate i dettagli. non riusciamo a lavorare.",Amministrazione,Alta
2881,Blocco totale: firmare il contratto con il nuovo partner commerciale,"Ciao, è un blocco totale, serve firmare il contratto con il nuovo partner commerciale immediatamente. Grazie per il vostro supporto continuo. va gestito appena possibile.",Commerciale,Media
2882,URGENTE: sincronizzazione del calendario,"Ciao, è una situazione fondamentale, per favore fate in modo di risolvere il problema di sincronizzazione del calendario con urgenza. Attendo un vostro riscontro. serve un riscontro in giornata.",Tecnico,Alta
2883,Assistenza per registro dei beni ammortizzabili,Vi scrivo per chiedere di aggiornare il registro dei beni ammortizzabili. Vi invio questa mail per un aggiornamento.,Amministrazione,Bassa
2884,Task: riparare il PC dell'ufficio pagamenti che non si avvia,"Ciao a tutti, vorrei chiedervi di riparare il PC dell'ufficio pagamenti che non si avvia. Attendo un vostro riscontro.",Tecnico,Bassa
2885,Blocco operativo: verificare perché il software di tesoreria non quadra con i pagamenti POS,"Scusate il disturbo, vi prego di verificare perché il software di etsoreria non quadra con i pagamenti POS immediatamente, la situazione è seria. Attendo un vostro riscontro.",Amministrazione,Media
2886,Supporto per riconciliare le fatture generate dalla piattaforma e-commerce,Ci sarebbe da riconciliare le fatture generate dalla piattaforma e-commerce per favore. Vi prego di darci priorità se possibile.,Amministrazione,Bassa
2887,Blocco totale: trattativa bloccata dall'errore di sistema,"Per favore, è assolutamente significativa chiudere la trattativa bloccata dall'errore di sistema il prima possibile. Grazie per il vostro supporto continuo. va gestito appena possibile. non blocca il lavoro ma preferirei una verifica rapida.",Commerciale,Media
2888,Necessità di nuova campagna di retention clienti,"Buonasera, vi contatto per pianificare la nuova campagna di retention clienti. Grazie per il vostro supporto continuo.",Commerciale,Bassa
2889,URGENTE: trattativa in corso su HubSpot,"Buongiorno, ticket escalato: serve chiudere la trattativa in corso su HubSpot con massima urgenza. È una questione seria. Vi ringrazio per la collaborazione.",Commerciale,Alta
2890,Emergenza: disdire l'abbonamento come richiesto dal cliente importante il prima possibile??,"Buongiorno, vi prego di disdire l'abbonamento come richiesto dal cliente importante immediatamente, la situazione è bloccante. Grazie per il vostro supporto continuo. l'ordine non parte.",Amministrazione,Media
2891,Info su come bonifico in entrata,"Buongiorno, come posso procedere per registrare il bonifico in entrata? Attendo un vostro riscontro.",Amministrazione,Bassa
2892,Situazone bloccante: contratto in scadenza,"Team, è assolutamente bloccante rinnovare il contratto in scadenza il prima possibile. Grazie per la vostra attenzione. non riusciamo a lavorare.",Commerciale,Alta
2893,Supporto per mandato di pagamento,"Gentile supporto, apro questo ticket perché devo emettere il mandato di pagamento. Vi prego di darci priorità se possibile. sta rallentando il lavoro.",Amministrazione,Media
2894,Emergenza: risolvere il problema tecnico nell'inserimento del nuovo lead il prima possibile,"Gentile supporto, ticket escalato: serve risolvere il problema tecnico nell'inserimento del nuovo lead con massima urgenza. È una questione fondamentale. Vi invio questa mail per un aggiornamento. serve un riscontro in giornata.",Commerciale,Media
2895,Emergenza: server di posta che non invia le offerte commerciali il prima possibile,"Buongiorno, è un'emergenza, dobbiamo sbloccare il server di posta che non invia le offerte commerciali ora. Scrivo per segnalare quanto segue.??",Commerciale,Bassa
2896,Richiesta: modello F24 al commercialista,"Scusate il disturbo, è necessario inviare il modello F24 al commercialista. Spero di ricevere presto notizie da voi. non e' critico, e' solo per evitare ritardi piu' avanti.",Amministrazione,Bassa
2897,Emergenza: firmare il contratto con il nuovo partner commerciale il prima possibile,"Gentile supporto, è una situazione seria, per favore fate in modo di firmare il contratto con il nuovo partner commerciale con urgenza. Vi auguro una buona giornata. non riusciamo a lavorare.",Commerciale,Alta
2898,Richiesta: correggere l'anagrafica cliente errata a sistema,"Salve, come posso procedere per correggere l'anagrafica cliente errata a sistema? Spero si possa risolvere in fretta.",Amministrazione,Bassa
2899,Emergenza: correggere l'anagrafica cliente errata a sistema il prima possibile,"Scusate il disturbo, è un blocco totale, serve correggere l'anagrafica cliente errata a sistema immediatamente. Potete farmi sapere le tempistiche? sta rallentando il lavoro.",Amministrazione,Media
2900,Emergenza: verificare i log di sistema per errori critici il prima possibile,"Buonasera, la situazione è vitale, vi chiedo di verificare i log di sistema per errori critici immediatamente. Vi invio questa mail per un aggiornamento.",Tecnico,Alta
2901,CRITICO: serve contabilizzare le fatture estere con massima urgenza,"Per favore, siamo fermi. È disastrosa poter contabilizzare le fatture estere per continuare a lavorare. Potete farmi sapere le tempistiche? non riusciamo a lavorare. non blocca il lavoro ma preferirei una verifica rapida.",Amministrazione,Alta
2902,Emergenza: riavviare il server principale il prima possibile,"Buongiorno, è assolutamente seria riavviare il server principale il prima possibile. Vi invio questa mail per un aggiornamento. il reparto e' bloccato.",Tecnico,Alta
2903,Problema urgente: riconciliare le fatture generate dalla piattaforma e-commerce,"Ciao a tutti, la situazione è urgente, vi chiedo di riconciliare le fatture generate dalla piattaforma e-commerce immediatamente. Per qualsiasi domanda, non esitate a contattarmi.",Amministrazione,Alta
2904,Blocco operativo: collegare il tablet del direttore vendite al Wi-Fi,"Per favore, la situazione è critica, vi chiedo di collegare il tablet del direttore vendite al Wi-Fi immediatamente. Spero si possa risolvere in fretta. la produzione e' ferma.... !!!",Tecnico,Alta
2905,Problema essenziale: calcolare l'IRAP da versare,"È un'emergenza, dobbiamo calcolare l'IRAP da versare ora. Grazie in anticipo per l'aiuto. serve u riscontro in giornata.",Amministrazione,Media
2906,Domanda: come verificare i log di sicurezza del sistema?,"Buongiorno, vi contatto per verificare i log di sicurezza del sistema. Grazie in anticipo per l'aiuto.",Tecnico,Bassa
2907,Supporto per supportare il cliente che non riesce a firmare digitalmente il contratto,"Ciao a tutti, potete darmi indicazioni su come supportare il cliente che non riesce a firmare digitalmente il contratto? Scrivo per segnalare quanto segue.",Commerciale,Bassa
2908,Domanda: come calcolare l'IRAP da versare?,"PER FAVORE, È NECESSARIO CALCOLARE L'IRAP DA VERSARE. VI AUGURO UNA BUONA GIORNATA.",Amministrazione,Bassa
